dense_k,bm25_k,rrf_k,dense_weight,bm25_weight,rerank_k,fusion_eligible,fusion_dev_MRR@10,fusion_dev_Success@1,fusion_dev_Success@5,fusion_dev_Success@10,fusion_dev_Recall@50,fusion_dev_NDCG@10,fusion_dev_NDCG@50,rerank_dev_MRR@10,rerank_dev_Success@1,rerank_dev_Success@5,rerank_dev_Success@10,rerank_dev_Recall@50,rerank_dev_NDCG@10,rerank_dev_NDCG@50,rerank_eligible,rerank_test_MRR@10,rerank_test_Success@1,rerank_test_Success@5,rerank_test_Success@10,rerank_test_Recall@50,rerank_test_NDCG@10,rerank_test_NDCG@50,rerank_all_MRR@10,rerank_all_Success@1,rerank_all_Success@5,rerank_all_Success@10,rerank_all_Recall@50,rerank_all_NDCG@10,rerank_all_NDCG@50
50,50,20,1.0,1.0,50,True,0.9166666666666666,0.875,0.9583333333333334,0.9791666666666666,0.9479335581721502,0.6197652871219047,0.7403023736161095,0.9534722222222222,0.9375,0.9583333333333334,1.0,0.9479335581721502,0.7743782435369942,0.831556789898452,True,1.0,1.0,1.0,1.0,0.9449460705334766,0.7906862704846024,0.8423252209741106,0.9651041666666667,0.953125,0.96875,1.0,0.9471866862624817,0.7784552502738963,0.8342488976673667
75,50,100,0.5,1.0,50,False,0.923611111111111,0.8958333333333334,0.9583333333333334,0.9583333333333334,0.7923953214644041,0.6166244683990856,0.6906793596722011,,,,,,,,,,,,,,,,,,,,,,
75,75,20,1.0,1.0,50,False,0.9270833333333334,0.8958333333333334,0.9583333333333334,0.9791666666666666,0.9468573160239058,0.6166200092843104,0.7400950152624458,,,,,,,,,,,,,,,,,,,,,,
50,75,20,1.0,1.0,50,True,0.9166666666666666,0.875,0.9583333333333334,0.9791666666666666,0.9488200829948452,0.6162752482318578,0.7400497535681708,0.9537037037037037,0.9375,0.9583333333333334,1.0,0.9488200829948452,0.7780005829707132,0.8335181887526909,True,1.0,1.0,1.0,1.0,0.9401383782257843,0.8001426621794312,0.844087837176174,0.9652777777777778,0.953125,0.96875,1.0,0.94664965680258,0.7835361027728928,0.8361606008585616
30,50,20,1.0,1.0,50,False,0.9166666666666666,0.875,0.9583333333333334,0.9791666666666666,0.941204742590259,0.6157248950971242,0.7384546330079047,,,,,,,,,,,,,,,,,,,,,,
75,50,60,1.0,1.0,50,True,0.9033564814814815,0.8541666666666666,0.9583333333333334,0.9791666666666666,0.9498335619432869,0.6143537611937315,0.7333333350089296,,,,,,,,,,,,,,,,,,,,,,
75,50,100,1.0,1.0,50,True,0.9033564814814815,0.8541666666666666,0.9583333333333334,0.9791666666666666,0.9498335619432869,0.6139917906984486,0.733318543779598,,,,,,,,,,,,,,,,,,,,,,
50,50,60,1.0,1.0,50,True,0.9019097222222222,0.8541666666666666,0.9583333333333334,0.9791666666666666,0.9479335581721502,0.6119453578099046,0.7348642303923167,0.9534722222222222,0.9375,0.9583333333333334,1.0,0.9479335581721502,0.7743782435369942,0.831556789898452,True,1.0,1.0,1.0,1.0,0.9449460705334766,0.7906862704846024,0.8423252209741106,0.9651041666666667,0.953125,0.96875,1.0,0.9471866862624817,0.7784552502738963,0.8342488976673667
30,50,60,1.0,1.0,50,False,0.9166666666666666,0.875,0.9583333333333334,0.9791666666666666,0.941204742590259,0.6116361952444025,0.7378102587420193,,,,,,,,,,,,,,,,,,,,,,
50,75,100,0.5,1.0,50,False,0.9097222222222222,0.875,0.9583333333333334,0.9583333333333334,0.8111801614608662,0.6114430567115992,0.6937246154986686,,,,,,,,,,,,,,,,,,,,,,
30,50,100,1.0,1.0,50,False,0.9166666666666666,0.875,0.9583333333333334,0.9791666666666666,0.941204742590259,0.6112350002646385,0.7379113360106508,,,,,,,,,,,,,,,,,,,,,,
50,50,100,1.0,1.0,50,True,0.9019097222222222,0.8541666666666666,0.9583333333333334,0.9791666666666666,0.9479335581721502,0.6106441934219983,0.7349190383706139,,,,,,,,,,,,,,,,,,,,,,
75,75,100,0.5,1.0,50,False,0.921875,0.8958333333333334,0.9583333333333334,0.9583333333333334,0.8126072691892036,0.6083007973240523,0.6918271549121565,,,,,,,,,,,,,,,,,,,,,,
50,75,100,1.0,1.0,50,True,0.8996527777777779,0.8541666666666666,0.9583333333333334,0.9791666666666666,0.9488200829948452,0.6057835852811018,0.7305825450833013,,,,,,,,,,,,,,,,,,,,,,
50,75,60,1.0,1.0,50,True,0.8996527777777779,0.8541666666666666,0.9583333333333334,0.9791666666666666,0.9488200829948452,0.6050951852169542,0.7306528716605641,,,,,,,,,,,,,,,,,,,,,,
75,75,100,1.0,1.0,50,False,0.9010416666666666,0.8541666666666666,0.9583333333333334,0.9583333333333334,0.9468573160239058,0.6011207944165436,0.7263193606221007,,,,,,,,,,,,,,,,,,,,,,
75,75,60,1.0,1.0,50,False,0.9010416666666666,0.8541666666666666,0.9583333333333334,0.9583333333333334,0.9468573160239058,0.5996350586929095,0.7266445842936987,,,,,,,,,,,,,,,,,,,,,,
75,75,60,1.5,1.0,50,False,0.9088541666666666,0.875,0.9375,0.9583333333333334,0.7977733101146084,0.5655148779314593,0.6541078662315677,,,,,,,,,,,,,,,,,,,,,,
75,50,60,1.5,1.0,50,False,0.9097222222222223,0.875,0.9375,0.9583333333333334,0.7998711939431774,0.5654697530132583,0.6563662997415313,,,,,,,,,,,,,,,,,,,,,,
75,75,100,1.5,1.0,50,False,0.8979166666666667,0.8541666666666666,0.9375,0.9583333333333334,0.6110371750778315,0.5642107455379414,0.588243514364,,,,,,,,,,,,,,,,,,,,,,
75,50,100,1.5,1.0,50,False,0.8984375,0.8541666666666666,0.9375,0.9583333333333334,0.6091668049381468,0.5639377382807109,0.588113886964082,,,,,,,,,,,,,,,,,,,,,,
50,50,60,1.5,1.0,50,False,0.8993055555555557,0.875,0.9166666666666666,0.9375,0.7937556569265172,0.5544896907109815,0.6487638969380511,,,,,,,,,,,,,,,,,,,,,,
50,75,60,1.5,1.0,50,False,0.8984375,0.875,0.9166666666666666,0.9375,0.7941989193378647,0.553661860448783,0.6482237304065285,,,,,,,,,,,,,,,,,,,,,,
50,50,100,1.5,1.0,50,False,0.8883928571428571,0.8541666666666666,0.9166666666666666,0.9375,0.5776600078898436,0.5529330840400347,0.5705192340086381,,,,,,,,,,,,,,,,,,,,,,
50,75,100,1.5,1.0,50,False,0.8877314814814815,0.8541666666666666,0.9166666666666666,0.9375,0.5776600078898436,0.5525774155002702,0.5702834471964632,,,,,,,,,,,,,,,,,,,,,,
75,50,20,1.5,1.0,50,False,0.892559523809524,0.8541666666666666,0.9375,0.9583333333333334,0.9051853615042327,0.5497923921726803,0.6970363845960024,,,,,,,,,,,,,,,,,,,,,,
75,75,20,1.5,1.0,50,False,0.892559523809524,0.8541666666666666,0.9375,0.9583333333333334,0.8977989983921545,0.5472024737352019,0.6943847698799143,,,,,,,,,,,,,,,,,,,,,,
50,50,20,1.5,1.0,50,False,0.8895833333333334,0.8541666666666666,0.9375,0.9375,0.9022210575850517,0.5433956847404727,0.6937028838896583,,,,,,,,,,,,,,,,,,,,,,
30,50,100,1.5,1.0,50,False,0.9,0.875,0.9375,0.9375,0.9378929743840171,0.5427376428284537,0.6932924449639137,,,,,,,,,,,,,,,,,,,,,,
30,50,60,1.5,1.0,50,False,0.9,0.875,0.9375,0.9375,0.9378929743840171,0.5425131211161421,0.6931234055018726,,,,,,,,,,,,,,,,,,,,,,
50,75,20,1.5,1.0,50,False,0.8895833333333334,0.8541666666666666,0.9375,0.9375,0.9010242490744133,0.5405182298602939,0.6928090697158011,,,,,,,,,,,,,,,,,,,,,,
30,50,20,1.5,1.0,50,False,0.8895833333333334,0.8541666666666666,0.9375,0.9375,0.9378929743840171,0.5354038948099893,0.701901074275541,,,,,,,,,,,,,,,,,,,,,,
