qid,doc_id,rank,score
A007,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_349",4,0.0
A007,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_348",5,0.0
A008,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_211",1,0.0
A008,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_224",2,0.0
A008,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_212",3,0.0
A008,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_214",4,0.0
A008,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_226",5,0.0
A009,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_137,1,0.0
A009,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_196",2,0.0
A009,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_728",3,0.0
A009,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_225",4,0.0
A009,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_194",5,0.0
A010,数据结构 (邓俊辉) (Z-Library)_chunk_237,1,0.0
A010,数据结构 (邓俊辉) (Z-Library)_chunk_236,2,0.0
A010,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_576",3,0.0
A010,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_254,4,0.0
A010,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_239,5,0.0
A011,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_50",1,0.0
A011,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_428,2,0.0
A011,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_48,3,0.0
A011,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_130,4,0.0
A011,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_50,5,0.0
A012,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_109",1,0.0
A012,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_108",2,0.0
A012,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_31,3,0.0
A012,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_127",4,0.0
A012,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_273,5,0.0
A013,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_337,1,0.0
A013,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_335,2,0.0
A013,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_334,3,0.0
A013,数据结构 (邓俊辉) (Z-Library)_chunk_401,4,0.0
A013,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_82,5,0.0
A014,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_274",1,0.0
A014,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_436,2,0.0
A014,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_948",3,0.0
A014,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_319",4,0.0
A014,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_271",5,0.0
A015,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_253,1,0.0
A015,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_226,2,0.0
A015,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_219,3,0.0
A015,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_223,4,0.0
A015,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_254,5,0.0
A016,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_302,1,0.0
A016,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_450,2,0.0
A016,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_348",3,0.0
A016,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_166,4,0.0
A016,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_349",5,0.0
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_733",1,0.0
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_53",2,0.0
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_738",3,0.0
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_743",4,0.0
A017,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_275",5,0.0
A018,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_187,1,0.0
A018,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_369",2,0.0
A018,数据结构 (邓俊辉) (Z-Library)_chunk_399,3,0.0
A018,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_362",4,0.0
A018,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_367",5,0.0
A019,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_445",1,0.0
A019,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_462",2,0.0
A019,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_461",3,0.0
A019,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_338,4,0.0
A019,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_74,5,0.0
A020,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_592,1,0.0
A020,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_492",2,0.0
A020,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_413",3,0.0
A020,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_481",4,0.0
A020,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_486",5,0.0
A022,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_677",1,0.0
A022,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_353",2,0.0
A022,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_683",3,0.0
A022,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_8",4,0.0
A022,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_639",5,0.0
A023,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_297,1,0.0
A023,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_345",2,0.0
A023,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_346",3,0.0
A023,数据结构 (邓俊辉) (Z-Library)_chunk_13,4,0.0
A023,数据结构 (邓俊辉) (Z-Library)_chunk_408,5,0.0
A024,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_338",1,0.0
A024,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_343",2,0.0
A024,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_282,3,0.0
A024,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_340",4,0.0
A024,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_164,5,0.0
A025,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_140",1,0.0
A025,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_179",2,0.0
A025,数据结构 (邓俊辉) (Z-Library)_chunk_393,3,0.0
A025,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_166",4,0.0
A025,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_119,5,0.0
A027,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_196,1,0.0
A027,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_577,2,0.0
A027,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_579,3,0.0
A027,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_576,4,0.0
A027,数据结构 (邓俊辉) (Z-Library)_chunk_60,5,0.0
A028,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_147,1,0.0
A028,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_90,2,0.0
A028,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_365,3,0.0
A028,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_275",4,0.0
A028,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_509,5,0.0
A029,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_292,1,0.0
A029,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_240,2,0.0
A029,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_240",3,0.0
A029,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_241",4,0.0
A029,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_226",5,0.0
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_884",1,0.0
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_53",2,0.0
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_733",3,0.0
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_724",4,0.0
A030,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1118",5,0.0
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_241,1,0.0
A031,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_239,2,0.0
A031,数据结构 (邓俊辉) (Z-Library)_chunk_236,3,0.0
A031,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_612",4,0.0
A031,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_238,5,0.0
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_203",1,0.0
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_209",2,0.0
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_200",3,0.0
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_252",4,0.0
A032,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_727",5,0.0
A033,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_631",1,0.0
A033,数据结构 (邓俊辉) (Z-Library)_chunk_259,2,0.0
A033,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_304,3,0.0
A033,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_258,4,0.0
A033,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_281,5,0.0
A034,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_272,1,0.0
A034,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_272",2,0.0
A034,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_518,3,0.0
A034,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_303,4,0.0
A034,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_281,5,0.0
A035,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_242,1,0.0
A035,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_563,2,0.0
A035,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_134",3,0.0
A035,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1119",4,0.0
A035,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_525",5,0.0
A036,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_401",1,0.0
A036,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_402",2,0.0
A036,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_396",3,0.0
A036,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_397",4,0.0
A036,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_403",5,0.0
A037,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_488,1,0.0
A037,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_198,2,0.0
A037,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_167,3,0.0
A037,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_677,4,0.0
A037,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_491,5,0.0
A038,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_144,1,0.0
A038,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_348",2,0.0
A038,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_32,3,0.0
A038,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_526,4,0.0
A038,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_342",5,0.0
A039,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_377",1,0.0
A039,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_340,2,0.0
A039,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_328,3,0.0
A039,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_169",4,0.0
A039,数据结构 (邓俊辉) (Z-Library)_chunk_29,5,0.0
A040,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_481",1,0.0
A040,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_442,2,0.0
A040,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_486",3,0.0
A040,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_394",4,0.0
A040,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_481,5,0.0
A041,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_98,1,0.0
A041,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_209,2,0.0
A041,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_289,3,0.0
A041,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_522,4,0.0
A041,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_221",5,0.0
A042,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_1009,1,0.0
A042,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_355,2,0.0
A042,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_361",3,0.0
A042,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_1008,4,0.0
A042,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_351",5,0.0
A043,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_62,1,0.0
A043,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_58,2,0.0
A043,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_545,3,0.0
A043,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_63,4,0.0
A043,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_188,5,0.0
A044,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_183,1,0.0
A044,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_612,2,0.0
A044,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_627,3,0.0
A044,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_516,4,0.0
A044,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_210,5,0.0
A045,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_390",1,0.0
A045,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_380",2,0.0
A045,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_303,3,0.0
A045,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_381",4,0.0
A045,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_394",5,0.0
A046,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_389",1,0.0
A046,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_88,2,0.0
A046,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_719",3,0.0
A046,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_160",4,0.0
A046,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_171",5,0.0
A047,数据结构 (邓俊辉) (Z-Library)_chunk_409,1,0.0
A047,数据结构 (邓俊辉) (Z-Library)_chunk_21,2,0.0
A047,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_607",3,0.0
A047,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_237,4,0.0
A047,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_608",5,0.0
A048,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_126,1,0.0
A048,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_200",2,0.0
A048,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_201",3,0.0
A048,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_487",4,0.0
A048,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_207",5,0.0
A049,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_239,1,0.0
A049,数据结构 (邓俊辉) (Z-Library)_chunk_236,2,0.0
A049,数据结构 (邓俊辉) (Z-Library)_chunk_212,3,0.0
A049,数据结构 (邓俊辉) (Z-Library)_chunk_237,4,0.0
A049,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_292",5,0.0
A050,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_369",1,0.0
A050,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_351,2,0.0
A050,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_349,3,0.0
A050,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_355,4,0.0
A050,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_546,5,0.0
A051,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_216",1,0.0
A051,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_217",2,0.0
A051,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_212,3,0.0
A051,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_226",4,0.0
A051,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_224",5,0.0
A052,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_125,1,0.0
A052,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_127,2,0.0
A052,数据结构 (邓俊辉) (Z-Library)_chunk_432,3,0.0
A052,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_552",4,0.0
A052,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_142,5,0.0
A053,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_234,1,0.0
A053,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_853",2,0.0
A053,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_115",3,0.0
A053,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_715",4,0.0
A053,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_172",5,0.0
A054,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_426,1,0.0
A054,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_274,2,0.0
A054,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_430,3,0.0
A054,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_329",4,0.0
A054,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_351",5,0.0
A055,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_247",1,0.0
A055,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_246",2,0.0
A055,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_254",3,0.0
A055,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1090",4,0.0
A055,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_556,5,0.0
A056,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_544",1,0.0
A056,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_545",2,0.0
A056,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_122",3,0.0
A056,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1078",4,0.0
A056,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_126",5,0.0
A057,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_392,1,0.0
A057,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_107,2,0.0
A057,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_235,3,0.0
A057,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_30,4,0.0
A057,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_112,5,0.0
