qid	doc_id	relevance	score
A027	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_2264	1	0.9169
A027	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_2256	0	0.3711
A027	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_1482	0	0.0140
A028	数据结构 (邓俊辉) (Z-Library)_chunk_960	1	0.9834
A028	数据结构 (邓俊辉) (Z-Library)_chunk_965	1	0.9666
A028	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1943	0	0.0291
A028	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_1322	0	0.0126
A028	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_724	0	0.0078
A029	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_542	1	0.9988
A029	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_560	1	0.9917
A029	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_545	1	0.9705
A029	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_626	1	0.9688
A029	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_695	1	0.6603
A030	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_1186	0	0.0151
A030	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_2478	0	0.0106
A030	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_2021	0	0.0056
A030	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_1191	0	0.0023
A030	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_1214	0	0.0001
A031	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_817	1	0.8499
A031	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_840	1	0.7287
A031	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_861	0	0.2306
A031	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_769	0	0.1507
A031	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_780	0	0.0395
A032	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_502	0	0.3697
A032	计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_22	0	0.0021
A032	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_837	0	0.0019
A032	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_832	0	0.0014
A032	Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_414	0	0.0003
A033	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_2305	0	0.0035
A033	数据结构 (邓俊辉) (Z-Library)_chunk_1412	0	0.0008
A033	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_1234	0	0.0006
A033	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_1217	0	0.0003
A033	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_1235	0	0.0002
A034	计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_741	1	0.9994
A034	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_636	1	0.9914
A034	计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_742	1	0.9451
A034	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_534	1	0.5287
A034	计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_743	0	0.2794
A035	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_1505	1	0.9989
A035	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_1487	0	0.0112
A035	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_603	0	0.0091
A035	计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_1771	0	0.0010
A035	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_81	0	0.0003
A036	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_1168	1	0.9647
A036	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_1184	1	0.9288
A036	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_1319	1	0.8519
A036	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_763	0	0.0035
A036	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_725	0	0.0015
A037	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_1909	1	0.9999
A037	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_1923	1	0.8107
A037	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_463	1	0.6013
A037	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_467	1	0.5338
A037	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_1515	0	0.0008
A038	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_776	1	0.8394
A038	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_909	1	0.7809
A038	计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_380	1	0.5427
A038	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_846	1	0.5043
A038	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_1515	0	0.0005
A039	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_1113	1	0.9959
A039	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_38	1	0.9937
A039	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_830	1	0.9900
A039	数据结构 (邓俊辉) (Z-Library)_chunk_840	1	0.9549
A039	Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_733	0	0.3611
A040	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_823	1	0.9819
A040	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_756	1	0.9812
A040	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_867	1	0.8836
A040	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_1150	1	0.7408
A040	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_821	0	0.0412
A041	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_534	1	0.9957
A041	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_518	1	0.8528
A041	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_280	1	0.7571
A041	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_513	1	0.6631
A041	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_299	0	0.0006
A042	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_3927	1	0.9967
A042	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_3928	1	0.9932
A042	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_945	1	0.6989
A042	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_954	1	0.6959
A042	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_3930	1	0.5450
A043	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_94	0	0.0773
A043	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_2548	0	0.0277
A043	数据结构 (邓俊辉) (Z-Library)_chunk_1010	0	0.0024
A043	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_424	0	0.0010
A043	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_354	0	0.0007
A044	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_2382	1	0.9684
A044	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_695	1	0.9043
A044	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_2566	1	0.5394
A044	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_2383	0	0.4142
A044	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_563	0	0.3993
A045	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_1463	1	0.9959
A045	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_870	1	0.9868
A045	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_850	1	0.9784
A045	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_1018	1	0.5667
A045	计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_1765	0	0.2719
A046	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_228	0	0.0032
A046	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_1510	0	0.0029
A046	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_1511	0	0.0016
A046	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_1233	0	0.0009
A046	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_1861	0	0.0004
A047	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_1904	1	0.9944
A047	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_1802	1	0.9331
A047	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_36	1	0.8623
A047	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_35	1	0.7018
A047	数据结构 (邓俊辉) (Z-Library)_chunk_68	0	0.3806
A048	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_334	1	0.9799
A048	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_1415	1	0.9323
A048	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1322	1	0.7888
A048	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_103	0	0.1719
A048	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_664	0	0.1197
A049	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_576	1	0.9990
A049	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_1807	1	0.9857
A049	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_1709	0	0.3301
A049	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_3126	0	0.0004
A049	计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_882	0	0.0004
A050	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_830	1	0.9525
A050	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_1509	1	0.9282
A050	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_999	1	0.8593
A050	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_1054	1	0.5646
A050	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_829	0	0.4673
A051	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_566	1	0.9941
A051	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_2404	1	0.9851
A051	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_594	1	0.9794
A051	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_2405	1	0.8596
A051	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_567	1	0.6793
A052	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_1645	1	0.9914
A052	数据结构 (邓俊辉) (Z-Library)_chunk_1205	1	0.9398
A052	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_1648	1	0.9228
