qid	doc_id	relevance	score
A049	[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_825	0	0.4293
A049	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_773	0	0.0013
A049	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_553	0	0.0002
A049	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_1701	0	0.0000
A050	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_493	1	0.9793
A050	计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_468	1	0.9652
A050	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_770	1	0.5796
A050	2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_592	0	0.1285
A050	计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_732	0	0.0250
A051	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_308	1	0.9978
A051	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_324	1	0.9945
A051	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_1044	1	0.9923
A051	操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_293	1	0.9886
A051	Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_1059	1	0.5812
A052	Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_373	1	0.9977
A052	数据结构 (邓俊辉) (Z-Library)_chunk_593	1	0.9967
A052	数据结构 (邓俊辉) (Z-Library)_chunk_597	1	0.9632
A052	数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_170	1	0.9628
A052	数据结构 (邓俊辉) (Z-Library)_chunk_600	1	0.9303
A053	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_243	1	0.8120
A053	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_139	0	0.1067
A053	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_148	0	0.0809
A053	现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_72	0	0.0476
