qid,query,type,doc_id,subject,chunk_file,source_systems,dense_rank,dense_bm25_rank,rerank_rank,dense_score,dense_bm25_score,rerank_score,text,rel,review_status,review_note,auto_rel,auto_confidence,auto_reason
A019,Coffman 条件指的是什么,A2,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_862,Operating System,os_chunks.json,dense,6,,,0.427265,,,"However, this code still has a bug, the second of two problems men- tioned above. Can you see it?
It has something to do with the fact that there is only one condition variable.
Try to ﬁgure out what the problem is, before reading ahead. DO IT!
... (another pause for you to think, or close your eyes for a bit) ...
Let’s conﬁrm you ﬁgured it out correctly, or perhaps let’s conﬁrm that you are now awake and reading this part of the book.
The problem oc- curs when two consumers run ﬁrst (Tc1 and Tc2), and both go to sleep (c3).
Then, a producer runs, put a value in the buffer, wakes one of the consumers (say Tc1), and goes back to sleep.
Now we have one consumer ready to run (Tc1), and two threads sleeping on a condition (Tc2 and Tp ).
And we are about to cause a problem to occur: things are getting exciting!",0,existing,,,,
A019,Coffman 条件指的是什么,A2,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_126,Computer Networks,cn_chunks.json,rerank,,,7,,,0.005709,"4. 奈氏准则和香农定理的主要区别是什么?
这两个定理对数据通信的意义是什么?
奈氏准则指出，码元传输的速率是受限的，不能任意提高，否则接收端就不能正确判定码元
第2章 物理层061
所携带的比特是1还是0(因为存在码元之间的相互干扰)。
奈氏准则是在理想条件下推导出来的。
在实际条件下，最高码元传输速率要比理想条件下得 出的数值小很多。
电信技术人员的任务就是要在实际条件下，寻找出较好的传输码元波形，将比 特转换为较为合适的传输信号。
需要注意的是，奈氏准则并未限制信息传输速率 (b/s) 。
要提高信息传输速率，就必须使每 个传输的码元能够代表许多比特的信息，这就需要有很好的编码技术。
但码元所载的比特数确定 后，信道的极限数据率也就确定了。
香农定理给出了信息传输速率的极限，即对于一定的传输带宽(单位为 Hz) 和一定的信噪 比，信息传输速率的上限就确定了，这个极限是不能突破的。
要想提高信息传输速率，要么设法 提高传输线路的带宽，要么设法提高所传信道的信噪比，此外没有其他任何办法。
香农定理告诉我们，若要得到无限大的信息传输速率，只有两个办法：要么使用无限大的传 输带宽(这显然不可能),要么使信号的信噪比无限大，即采用没有噪声的传输信道或使用无限 大的发送功率(显然这也不可能)。
注意，奈氏准则和香农定理中“带宽”的单位都是Hz。",0,existing,,,,
A019,Coffman 条件指的是什么,A2,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_294,Data Structures,ds_chunks.json,dense,7,,,0.418914,,,"对于Fraction 类，这是可以接受的，因为之前已 经定义过，负的分数带有负的分子，其分母为正。
代码清单1-6 gcd 函数
3 0 第 1 章 导 论
3
4 m,n=n,m 号 n
return n
1 class Fraction:
2 def init (self,top,bottom):
3 self.num =top
4 self.den =bottom
5
6 def str (self):
7 return f""〔self.num}/{self.den}""
8
9 def eq (self,other_fraction):
10 first_num =self.num *other_fraction.den
11 second_num =other_fraction.num *self.den
12
13 return first_num ==second_num
14
15 def add (self,other_fraction):
16 new nurn =self.num*other fraction.den
17 +self.den *other_fraction.num
18 new_den =self.den *other_fraction.den
19 cmmn =gcd(new num,new den)
20 return Fraction(new_num //cmrnn,new_den //cmmn)
21
22 def show(self):
23 print(f""{self.num}/{self.den}"")
1 def
2
3
4
5
6
7
8 get_pin_a(self):
if self.pin_a is None:
return input(
f""Enter pin A input for gate \
{self.getLabel()}:""
else:
return self.pin_a.get_from().get_output()
代码清单2-2 计算前 n 个整数之和的另一种写法",0,existing,,,,
A019,Coffman 条件指的是什么,A2,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_300,Operating System,os_chunks.json,dense,8,,,0.418053,,,"30.2 生产者/消费者（有界缓冲区）问题
本章要面对的下一个问题，是生产者/消费者（producer/consumer）问题，也叫作有界缓冲区（bounded buffer）问题。
这一问题最早由 Dijkstra 提出[D72]。
实际上也正是通过研究这一问题，Dijkstra 和他的同事发明了通用的信号量（它可用作锁或条件变量）[D01]。
假设有一个或多个生产者线程和一个或多个消费者线程。
生产者把生成的数据项放入
缓冲区；消费者从缓冲区取走数据项，以某种方式消费。
我们在使用管道连接不同程序的输出和输入时，也会使用有界缓冲区，例如 grep foo file.txt | wc -l。
这个例子并发执行了两个进程，grep 进程从 file.txt 中查找包括“foo”的行，写到标准输出；UNIX shell 把输出重定向到管道（通过 pipe 系统调用创建）。
管道的另一端是 wc 进程的标准输入，wc 统计完行数后打印出结果。
因此， grep 进程是生产者，wc 是进程是消费者，它们之间是内核中的有界缓冲区，而你在这个例子里只是一个开心的用户。
因为有界缓冲区是共享资源，所以我们必须通过同步机制来访问它，以免①产生竞态条件。
为了更好地理解这个问题，我们来看一些实际的代码。
首先需要一个共享缓冲区，让生产者放入数据，消费者取出数据。
简单起见，我们就拿一个整数来做缓冲区（你当然可以想到用一个指向数据结构的指针来代替），两个内部函数将值放入缓冲区，从缓冲区取值。
图 30.4 为相关代码。
1 int buffer;
2 int count = 0; // initially, empty 3
4 void put(int value) {
5 assert(count == 0);
6 count = 1;
7 buffer = value;
8 } 9
10 int get() {
11 assert(count == 1);
12 count = 0;
13 return buffer;
14 }
图 30.4 put 和 get 函数（第 1 版）",0,existing,,,,
A019,Coffman 条件指的是什么,A2,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_83,Data Structures,ds_chunks.json,rerank,,,8,,,0.005141,"2. 数据结构是递归的
某些数据结构本身具有递归的特性，则它们的操作可递归地描述。
例如，对于链表，其结点LNode 的定义由数据域data和指针域next组成，而指针域next是 一 种 指 向LNode 类型的指针，即LNode 的定义中又用到了其自身，所以链表是一种递归的数据结构。
对于递归的数据结构，相应算法采用递归的方法来实现特别方便。
链表的创建和链表结点的 遍历输出都可以采用递归的方法。
算法3.9是从前向后遍历输出链表结点的递归算法，调用此递 归函数前，参数p 指向单链表的首元结点，在递归过程中，p 不断指向后继结点，直到p 为 NULL 时递归结束。
显然，这个问题满足上述给出的采用“分治法”进行递归求解的问题需要满足的三 个条件。
算法3.9 遍历输出链表中各个结点的递归算法
【算法步骤】
① 如 果p 为NULL, 递归结束返回。
②否则输出p->data,p 指向后继结点继续递归。
【算法描述】
void TraverseList(LinkList p)
{
if(p==NULL)return;
else
{
cout<<p->data<<end;
TraverseList(p->next);
//递归终止
//输出当前结点的数据域 //p 指向后继指点继续递归
在递归算法中，如果当递归结束条件成立，只执行return 操作时，“分治法”求解递归问题算 法的一般形式可以简化为：
void p(参数表)
{
if(递归结束条件不成立)
p (较小的参数);
}
因此，算法3.9可以简化为：
void TraverseList(LinkList p)
{
if(p)
{
cout<<p->data<<end;
TraverseList(p->next);
}
}
后面章节要介绍的广义表、二叉树等也是典型 的具有递归特性的数据结构，其相应算法也可采用 递归的方法来实现。",0,existing,,,,
A019,Coffman 条件指的是什么,A2,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_128",Data Structures,ds_chunks.json,rerank,,,9,,,0.00426,"3.2.7 指 数 函 数
用在算法分析中的另一个函数是指数函数， f(n)=b”
其 中b 是一个正的常数，称为底，参数n 是指数。
也就是说，函数f(n) 分配给输入参数n 的 值是通过底数b 乘以它自己 n 次获得的。
考虑到对数函数的情况，在算法分析中，指数函数 最基本的情况是b=2 。
例如，含有n 位的整数字可以表示小于2”的所有非负整数。
如果通 过执行一个操作开始一个循环，然后每次迭代所执行的操作数目翻倍，则在第n 次迭代所执 行的操作数目为2”。
然而，我们有时会有除了n 的其他指数，因此，对于我们来说知道一些便捷的处理指数 的规则是有用的。
以下这些指数规则是相当有帮助的。
命题3-4(指数规则):对于给定正整数a、b 和 c, 我们有
1)(b“)°=bac
2)bb°=ba+c
3)
例如，我们有以下例子：
● 256=16²=(24)²=2⁴²=2⁸=256(指数规则1)
● 243=3⁵=3²+³=3²3³=9*27=243(指数规则2)
(指数规则3)
如下所述，我们可以把指数函数扩展到指数是分数和实数的情况或者负指数的情况。
给出 一个正整数k, 我们定义 为b 的 k 次根，即存在一个数r, 使 得x=b。
例如252=5,即5²=
25。
同样， 。
通过指数规则1,这种方法允许我们定义任意次幂的指数b=(b°),
该指数可以表示为一个分数，例如， 因 此 ，b 实际上正是整数指数b° 的 c 次根。
我们可以进一步把指数函数b×扩展到参数为任意实数x 的指数，通过计算一系列形为 b 的值，分数逐渐得到越来越接近x 的值。
任意一个实数x 可以通过分数来实现任意程度 的近似，因此，我们可以用分数作为b 的指数来任意程度地接近指数b。
例如，数2“是一
个很好的定义。
最后，给定一个负指数d, 我 们 定 义 这对应于指数规则3,其中a
= 0 和c=-d。
例如，
几何求和
假设有一个循环，它的每次迭代需要一个比前一个更长时间的乘法因子。
那么这个循环 可以使用下列命题进行分析。",0,existing,,,,
A019,Coffman 条件指的是什么,A2,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_172",Data Structures,ds_chunks.json,dense,10,,,0.414622,,,"F₁=1
Fn=Fn-2+Fn-1 for n>1
恰巧，基于上述定义的直接实现就是代码段4-7中所示的函数bad_fibonacci, 该函数通 过执行两个非基本情况的递归调用来计算斐波纳契数。
代码段4-7使用二分递归计算第n个斐波那 契数列
1 def bad_fibonacci(n):
2 """"""Return the nth Fibonacci number.""""""
3 if n<=1:
4 return n
5 else:
6 return bad_fibonacci(n-2)+bad_fibonacci(n-1)
不幸的是，这样的斐波那契数公式的直接实现会导致函数的效率非常低。
以这种方式 计算第n 个斐波纳契数需要对这个函数进行指数级别的调用。
具体来说，用Cn 表示在bad_ fibonacci(n)执行中进行的调用次数。
然后，我们可以得到以下的一系列值：
Co=1
C₁=1
C₂=1+co+c₁=1+1+1=3
C₃=1+c₁+C₂=1+1+3=5
C₄=1+c₂+C₃=1+3+5=9
Cs=1+C₃+C4=1+5+9=15
C₆=1+c₄+Cs=1+9+15=25
C₇=1+Cs+c₆=1+15+25=41
C₈=1+c₆+C₇=1+25+41=67
如果遵循这个模式继续下去，我们可以看到，对于每两个连续的指标，后者调用的数量 将是前者的2倍以上。
也就是说，c₄ 是 c₂ 的两倍以上，cs 是 c₃ 的两倍以上，c₆ 是 c₄ 的两倍 以上，以此类推。
因此cn>2”2 意味着bad_fibonacci(n) 使得调用的总数是n 的指数级。
一个高效的计算斐波那契数列的递归算法
我们之所以尝试使用这个不好的递归公式，是因为第n 个斐波那契数取决于前两个值， 即 Fn-2 和Fn-1。
但是请注意，计算出Fn-2 之后，计算Fn-1的调用需要其自身递归调用以
计算Fn-2, 因为它不知道先前级别的调用中被计算的Fn-2 的值。
这是一个重复的操作。
更 糟的是，这两个调用都需要(重新)计算Fn-3 的值，Fn-1 的计算也一样。",0,existing,,,,
A019,Coffman 条件指的是什么,A2,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_41,Data Structures,ds_chunks.json,rerank,,,10,,,0.003178,"点 的 名 称 。
一般情况下，为了处理方便，在单链表的第一个结点之前附设一个结点，称之为头结点。
图
L
ZHAO
ZHOU WU
QIAN
ZHENG
SUN LI
WANG A
说 明
(1)首元结点是指链表中存储第 一个数据元素a₁ 的结点。
如图2 .8或图2 .9所示的 结 点 “ZHAO”。
(3)头指针是指向链表中第一个结点的指针。
若链表设有头结点，则头指针所 指结点为线性表的头结点：若链表不设头结点，则头指针所指结点为该线性表的首
元 结 点 。
(1)便于首元结点的处理
(2)便于空表和非空表的统 一 处理
当链表不设头结点时，假设L 为单链表的头指针，它应该指向首元结点，则当单链表为长度 n 为 0 的 空 表 时 ， L 指针为空(判定空表的条件可记为：L==NULL)。
(a) 非空表 (b) 空表
图2.10 带头结点的单链表
在顺序表中，由于逻辑上相邻的两个元素在物理位置上紧邻，则每个元素的存储位置都可从 线性表的起始位置计算得到。
而在单链表中，各个元素的存储位置都是随意的。
然而，每个元素 的存储位置都包含在其直接前驱结点的信息之中。
假设p 是指向单链表中第i 个数据元素(结点 a;, 即数据域为a;的结点)的指针，则p->next 是指向第i+1 个数据元素(结点ai+1)的指针。
换句话说，若p->data=a;, 则 p->next->data=ai+1 。
由此，单链表是非随机存取的存储结构，要 取得第i 个数据元素必须从头指针出发顺链进行寻找，也称为顺序存取的存取结构。
因此，其基 本操作的实现不同于顺序表。",,pending,,0,1,内容为单链表头结点等数据结构知识，与Coffman条件完全无关。
A020,什么是 SYN Flood 攻击,A2,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_674",Operating System,os_chunks.json,dense/dense_bm25,6,1,,0.448841,0.030777,,"9.12 小结
代码中有很多bug可以被利用来控制程序和系统。
这些包括缓冲区溢出、格式串攻击、返回libc攻击、 整数溢出攻击、代码注入攻击和特权扩大攻击。
Internet 上遍布恶意软件，有特洛伊木马、病毒、蠕虫、间谍软件和rookit 。
每一个都对数据机密性 和一致性产生着威胁。
更糟糕的是，恶意软件攻击可能会控制一台机器，并把这台机器变成一台僵尸机 器用来发送垃圾邮件或者发起其他的攻击。
许多互联网上的攻击都是通过一台僵尸主控机控制一个僵尸 军队来完成的。
幸运的是，系统有很多种方法来保护自己。
最好的策略就是全面防御，使用多种技术一起防御。
这 些技术有防火墙、病毒扫描、代码签名、囚禁、入侵检测，以及封装移动代码。
习题
1.机密性、完整性和可用性是安全的三个组成部 分。
描述一款需要确保完整性和可用性，但对 机密性无要求的应用； 一款需要确保机密性和
完整性，但对可用性无要求的应用；以及一款 需要确保机密性、完整性和可用性的应用。
2.构建安全操作系统的一项技术是尽可能地最小
化可信计算基 (TCB)。
以下功能哪些需要在 TCB之内实现，哪些可以在TCB之外实现?
(a) 进程上下文切换
(b) 从磁盘读取文件
(c) 扩容交换区
(d) 听音乐
(e) 获取智能手机的GPS坐标
3.什么是隐蔽信道?
隐蔽信道存在的基本要求是 什么?
5.假设一个系统在某时有5000个对象和100个域。
在所有域中1%的对象是可访问的(r 、w 和x的 某种组合),两个域中有10%的对象是可访问的， 剩下89%的对象只在唯一一个域中才可访问。
假设需要一个单位的空间存储访问权 (r 、w 和x 的某种组合)、对象ID 或一个域ID。
分别需要多 少空间存储全部的保护矩阵、作为访问控制表 的保护矩阵和作为能力表的保护矩阵?
6.解释在下列操作过程中，哪种安全防护矩阵的 实现更为合适?
(a) 赋予所有用户针对某一文件的读权限。
(b) 撤销所有用户针对某一文件的写权限。
(c) 赋予用户John 、Lisa 、Christie 和Jeff 针对某 一文件的写权限。",1,existing,,,,
A020,什么是 SYN Flood 攻击,A2,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_573,Computer Networks,cn_chunks.json,dense,1,,,0.488074,,,"Sigcomm,2015.
[SIP Software 2016]H.Schulzrinne Software Package site,http://www. cs.columbia.edu/IRT/software
[Skoudis 2004]E.Skoudis,L.Zeltser,Malware:Fighting Malicious Code,Pren- tice Hall,2004.
[Skoudis 2006]E.Skoudis,T.Liston,Counter Hack Reloaded:A Step-by-Step Guide to Computer Attacks and Effective Defenses(2nd Edition),Prentice Hall, 2006.
[Smith 2009]J.Smith,""Fighting Physics:A Tough Battle,""Communications of the ACM,Vol.52,No.7(July 2009),pp.60-65.
参 考 文 献 507
[Solensky 1996]F.Solensky,""IPv4 Address Lifetime Expectations,""in IPng:
Internet Protocol Next Generation(S.Bradner,A.Mankin,ed.),Addison-Wesley, Reading,MA,1996.
[Spragins 1991]J.D.Spragins,Telecommunications Protocols and Design, Addison-Wesley,Reading,MA,1991.
[Srikant 2004]R.Srikant,The Mathematics of Internet Congestion Control, Birkhauser.2004",0,existing,,,,
A020,什么是 SYN Flood 攻击,A2,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_592,Computer Networks,cn_chunks.json,rerank,,,1,,,0.967885,"另 一个按序报文段等待ACK传输
比期望序号大的失序报文段到达。
检测 出间隔
能部分或完全填充接收数据间隔的报文 段到达 延迟的ACK。
对另一个按序报文段的到达最多等待500ms。
如果下 一个按序报文段在这个时间间隔内没有到达，则发送一个ACK
立即发送单个累积ACK,以确认两个按序报文段
立即发送冗余ACK,指示下一个期待字节的序号(其为间隔的低端 的序号)
倘若该报文段起始于间隔的低端，则立即发送ACK
关注安全性
SYN洪泛攻击
这种TCP连接管理协议为经典的DoS攻击即SYN洪泛攻击(SYN flood attack)提
对应于SYN的其他状态信息。
实 践 原 则
2011]。
Wireshark 实验：探究UDP
人 物 专 访
1 23 4 5
到达
时间
1=0 t=2 t=4 t=6 1=8 1=10 1=12 =14 时间
离开
223.1.1.1",3,existing,,,,
A020,什么是 SYN Flood 攻击,A2,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_413",Computer Networks,cn_chunks.json,dense/dense_bm25/rerank,2,2,7,0.481244,0.029462,0.008433,"7.4 网络攻击与防御技术
7.4.1 网络攻击的概念
网络安全
1. 网络攻击的分类
目前，网络攻击大致可以分为以下几类：
· 系统入侵类攻击。
· 缓冲区溢出攻击。
· 欺骗类攻击。
系统入侵类攻击者的最终目的都是为了获得主机系统的控制权，从而破坏主机和网络 系统。
这类攻击又分为信息收集攻击、口令攻击和漏洞攻击。
缓冲区溢出攻击是指：通过 向程序缓冲区写超出其长度的内容，造成缓冲区溢出，从而破坏程序的堆栈，使程序转而执 行其他指令。
缓冲区溢出攻击的目的在于扰乱那些以特权身份运行的程序的功能，使攻击 者获得程序的控制权。
欺骗类攻击的主要类型包括 IP 欺骗、ARP 欺骗、DNS 欺骗、Web 欺 骗、电子邮件欺骗、源路由欺骗、地址欺骗与口令欺骗等。",0,existing,,,,
A020,什么是 SYN Flood 攻击,A2,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_394",Computer Networks,cn_chunks.json,rerank,,,2,,,0.065986,"202.60.32.102 59.1.16.8
202.60.32.102 59.1.16.8
59.1.16.8
202.60.32.102
Protocol TCP
TCP
TCP
HTTP HTTP HTTP HTTP HTTP HTTP HTTP HTTP HTTP HTTP HTTP HTTP HTTP
TCP TCP TCP TCP
Summary
SYN=1
SYN=1 ACK=1 ACK=1
GET HTTP/1.1 ACK=1
HTTP/1.1200 OK …… 数据(续上)
数据(续上) ACK=1
GET img/test.jpg HTTP/1.1
ACK=1
HTTP/1.1200 OK …… 数据(续上)
数据(续上)
数据(续上) ACK=1
FIN=1 ACK=1
FIN=1 ACK=1 ACK=1
ACK=1
计算机网络(第5版)
小 结
当前互联网应用的特征是在 Web 应用继续发展的基础上出现了一批 P2P 网络应用。
互联网应用系统的工作模式可分为C/S 模式与P2P 模式。
P2P 网络是在互联网中由对等 节点组成的一种动态的逻辑覆盖网。
SIP 是实现即时通信的控制信令协议，它传输的数据可以是普通文本数据，也可以是语 音或视频数据，以及 E-mail 、 聊天、游戏等数据。
DHCP 为主机自动分配IP 地址及其他重要配置参数，支持远程主机、移动终端设备、无 盘工作站的地址共享与配置。
SNMP 是实现网络管理的应用层协议，可监控网络运行状态，提高网络资源利用率，及 时报告和处理网络故障，以保证网络正常运行。
习 题
应用层
表6-6 协议栈
根据对图6-45中协议执行过程的描述，请回答以下几个问题：
①这台主机的MAC 地址是多少?
②这台主机租用的IP 地址是多少?
③IP 地址的子网掩码是多少?
④默认网关地址是多少?
⑤IP 地址的租用获准时间是多少?
⑥IP 地址的租用期是多少?
计算机网络(第5版)
根据对图6-46中协议执行过程的描述，请回答以下几个问题：
②图中①处漏掉的信息是什么?
根据对图6-47中协议执行过程的描述，请回答以下几个问题：",0,existing,,,,
A020,什么是 SYN Flood 攻击,A2,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_155,Computer Networks,cn_chunks.json,dense/dense_bm25/rerank,9,3,5,0.442111,0.028382,0.01359,"●源什么也没有收到。
这很可能表明该SYN 报文段被中间的防火墙所阻挡，无法到 达目标主机。
到此，我们介绍完了TCP 中的差错控制和流量控制。
在3.7节中，我们将回到TCP并 更深入地研究TCP拥塞控制问题。
然而，在此之前，我们先后退一步，在更广泛环境中讨 论拥塞控制问题。
3.6 拥塞控制原理
在本节中，我们考虑一般情况下的拥塞控制问题，试图理解为什么网络拥塞是一件坏
3.6.1 拥塞原因与代价",0,existing,,,,
A020,什么是 SYN Flood 攻击,A2,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_430",Computer Networks,cn_chunks.json,dense/rerank,3,,9,0.462697,,0.005061,"2. 网络攻击对象与形式的变化
在深入讨论网络安全问题时，应该注意网络攻击对象与形式的变化。
第一，计算机病毒已成为网络战武器。
第二，工业控制系统成为新的攻击重点。
卡巴斯基实验室发现曾席卷全球的2010年的震网(Stuxnet) 病毒、2011年的毒区
网络安全
(Duqu) 病毒与火焰病毒有深层次关联。
它们应该出自同一个设计者。
震网病毒是第一个 将目标锁定在工业控制网络的病毒；而毒区病毒是一种复杂的木马病毒，其主要功能是充当 系统后门，从事窃取隐私、机密信息等网络间谍活动。
对于长期从事信息安全研究的人，他们的注意力集中在互联网、移动互联网以及人们最 熟悉的操作系统(如 Windows) 及应用软件上。
工业控制系统是一种专用系统，在系统设计 中更重视功能、性能与可靠性问题。
工业控制网络采用相对独立的通信协议、网络设备与应 用软件。
在2010年6月发现震网病毒时，人们惊呼：“工业病毒”时代已经来临。
造成工业控制系统成为新的攻击重点的原因可以归纳为以下3点：
· 很多大型企业在生产过程中采用计算机控制技术。
这些大型企业除了民用产品之 外，也可能涉及军用产品的生产。
例如，冶金企业除了生产工业与建筑用钢，也会生产军舰、 坦克所需的钢材，因此这些企业的生产过程自动化与企业管理系统中蕴藏着军事秘密。
对 于核电站、兵工厂等关乎国家安全的企业，其生产过程自动化与企业管理系统一定会成为某 些人入侵、窃密、监控的对象。
正是由于存在上述因素，导致了威胁工业控制网络的震网病毒的出现。
震网病毒首先 通过CPS 与嵌入式系统，借助工业控制中广泛应用的 SIMATIC WinCC 操作系统，利用操 作系统与数字签名的漏洞，进入工业控制网络，直接破坏工业控制系统的运行。
第三，网络信息搜索功能将变成网络攻击工具。
震网病毒、毒区病毒、火焰病毒以及Shodan 搜索引擎的出现，使人们深刻地认识到：病 毒程序已经从最初的恶作剧演变成非法获利的工具，又进一步演变成国家之间军事、政治斗 争工具。
网络攻击已危及看似安全的工业控制系统，而对工业控制系统的攻击后果是十分 严重的。",0,existing,,,,
A020,什么是 SYN Flood 攻击,A2,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_154,Computer Networks,cn_chunks.json,rerank,,,3,,,0.023365,"3.5.6 TCP 连接管理
运 输 层 167
连接请求
ACK
SYN=1,seq=client isn
连接允许
二
+1
SYN=
ack
SYN=0
ack=server_ssn=lnt_isn+1
时间 时间
图3-39 TCP三次握手：报文段交换
天下没有不散的宴席，对于TCP 连接也是如此。
参与一条TCP 连接的两个进程中的
图3-40 关闭一条TCP连接
168 第3章
一个TCP连接
CLOSED
等待30秒
TIME_WAIT
接收FIN, 发送ACK
FIN_WAIT_2
接收ACK, 不发送
图3-41
发送SYN
SYN_SENT
接收SYN&ACK, 发送ACK
ESTABLISHED
发送FIN
FIN_WAIT_ 1
发起关闭连接
运 输 层 169
170 第3章
除。
这些状态变迁是自解释的。
在这两个状态变迁图中，我们只给出了TCP 连接是如何正 常地被建立和拆除的。
我们没有描述在某些不正常的情况下(例如当连接的双方同时都要 发起或终止一条连接时)发生的事情。
如果你对此问题及其他与TCP 有关的高级问题感 兴趣，推荐阅读Stevens 的内容更全面的书籍 [Stevens 1994]。
既然我们已经对TCP连接管理有了深入的了解，我们再次回顾nmap 端口扫描工具， 并更为详细地研究它的工作原理。
为了探索目标主机上的一个特定的TCP 端口，如端口 6789,nmap 将对那台主机的目的端口6789发送一个特殊的TCP SYN 报文段。
有3种可能 的输出 ：
●源主机从目标主机接收到一个TCP SYNACK报文段。
因为这意味着在目标主机上 一个应用程序使用TCP端口6789运行， nmap返回“打开”。
●源主机从目标主机接收到一个TCP RST报文段。
这意味着该SYN 报文段到达了目 标主机，但目标主机没有运行一个使用TCP 端口6789的应用程序。
但攻击者至少 知道发向该主机端口6789的报文段没有被源和目标主机之间的任何防火墙所阻 挡。
(将在第8章中讨论防火墙。
)
●源什么也没有收到。",1,existing,,,,
A020,什么是 SYN Flood 攻击,A2,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_384,Computer Networks,cn_chunks.json,dense/dense_bm25,4,4,,0.452801,0.026736,,"7.1 网络安全问题概述
7.1.1 计算机网络面临的安全性威胁
计算机网络的通信面临两大类威胁，即被动攻击和主动攻击(如图7-1所示)。
图7-1 对网络的被动攻击和主动攻击
被动攻击是指攻击者从网络上窃听他人的通信内容。
通常把这类攻击称为截获。
在被 动攻击中，攻击者只是观察和分析某一个协议数据单元PD U (这里使用PDU 这一名词是考 虑到所涉及的可能是不同的层次)而不干扰信息流。
即使这些数据对攻击者来说是不易理解 的，他也可通过观察 PDU 的协议控制信息部分，了解正在通信的协议实体的地址和身份， 研究 PDU 的长度和传输的频度，从而了解所交换的数据的某种性质。
这种被动攻击又称为 流量分析(traffic analysis)。
在战争时期，通过分析某处出现大量异常的通信量，往往可以发 现敌方指挥所的位置。
主动攻击有如下几种最常见的方式。
(1)篡改 攻击者故意篡改网络上传送的报文。
这里也包括彻底中断传送的报文，甚 至是把完全伪造的报文传送给接收方。
这种攻击方式有时也称为更改报文流。
(2)恶意程序 恶意程序(rogue program)种类繁多，对网络安全威胁较大的主要有以 下几种：
· 计算机病毒(computer virus),一种会“传染”其他程序的程序，“传染”是通过修 改其他程序来把自身或自己的变种复制进去而完成的。
· 计算机蠕虫(computer worm), 一种通过网络的通信功能将自身从一个节点发送到 另一个节点并自动启动运行的程序。
· 特洛伊木马(Trojan horse),一种程序，它执行的功能并非所声称的功能而是某种恶 意功能。
如一个编译程序除了执行编译任务以外，还把用户的源程序偷偷地复制下 来，那么这种编译程序就是一种特洛伊木马。
计算机病毒有时也以特洛伊木马的形 式出现。
· 逻辑炸弹(logic bomb), 一种当运行环境满足某种特定条件时执行其他特殊功能的 程序。
如一个编辑程序，平时运行得很好，但当系统时间为13日又为星期五时，它 会删去系统中所有的文件，这种程序就是一种逻辑炸弹。",0,existing,,,,
